,Id2,Id,Url,Category,Description,Green Occupational Category
200,19-1012.00,Food Scientists and Technologists,http://www.bls.gov/soc/2010/soc191012.htm,19,"Use chemistry, microbiology, engineering, and other sciences to study the principles underlying the processing and deterioration of foods; analyze food content to determine levels of vitamins, fat, sugar, and protein; discover new food sources; research ways to make processed foods safe, palatable, and healthful; and apply food science knowledge to determine best ways to process, package, preserve, store, and distribute food.",
201,19-1013.00,Soil and Plant Scientists,http://www.bls.gov/soc/2010/soc191013.htm,19,"Conduct research in breeding, physiology, production, yield, and management of crops and agricultural plants or trees, shrubs, and nursery stock, their growth in soils, and control of pests; or study the chemical, physical, biological, and mineralogical composition of soils as they relate to plant or crop growth. May classify and map soils and investigate effects of alternative practices on soil and crop productivity.",Green Enhanced Skills
202,19-1020.01,Biologists,http://www.bls.gov/soc/2010/soc191020.htm,19,"Research or study basic principles of plant and animal life, such as origin, relationship, development, anatomy, and functions.",
203,19-1021.00,Biochemists and Biophysicists,http://www.bls.gov/soc/2010/soc191021.htm,19,"Study the chemical composition or physical principles of living cells and organisms, their electrical and mechanical energy, and related phenomena. May conduct research to further understanding of the complex chemical combinations and reactions involved in metabolism, reproduction, growth, and heredity. May determine the effects of foods, drugs, serums, hormones, and other substances on tissues and vital processes of living organisms.",
204,19-1022.00,Microbiologists,http://www.bls.gov/soc/2010/soc191022.htm,19,"Investigate the growth, structure, development, and other characteristics of microscopic organisms, such as bacteria, algae, or fungi. Includes medical microbiologists who study the relationship between organisms and disease or the effects of antibiotics on microorganisms.",
205,19-1023.00,Zoologists and Wildlife Biologists,http://www.bls.gov/soc/2010/soc191023.htm,19,"Study the origins, behavior, diseases, genetics, and life processes of animals and wildlife. May specialize in wildlife research and management. May collect and analyze biological data to determine the environmental effects of present and potential use of land and water habitats.",Green Increased Demand
206,19-1029.01,Bioinformatics Scientists,http://www.bls.gov/soc/2010/soc191029.htm,19,"Conduct research using bioinformatics theory and methods in areas such as pharmaceuticals, medical technology, biotechnology, computational biology, proteomics, computer information science, biology and medical informatics. May design databases and develop algorithms for processing and analyzing genomic information, or other biological information.",
207,19-1029.02,Molecular and Cellular Biologists,http://www.bls.gov/soc/2010/soc191029.htm,19,Research and study cellular molecules and organelles to understand cell function and organization.,
208,19-1029.03,Geneticists,http://www.bls.gov/soc/2010/soc191029.htm,19,"Research and study the inheritance of traits at the molecular, organism or population level. May evaluate or treat patients with genetic disorders.",
209,19-1031.01,Soil and Water Conservationists,http://www.bls.gov/soc/2010/soc191031.htm,19,"Plan or develop coordinated practices for soil erosion control, soil or water conservation, or sound land use.",Green Enhanced Skills
210,19-1031.02,Range Managers,http://www.bls.gov/soc/2010/soc191031.htm,19,"Research or study range land management practices to provide sustained production of forage, livestock, and wildlife.",
211,19-1031.03,Park Naturalists,http://www.bls.gov/soc/2010/soc191031.htm,19,"Plan, develop, and conduct programs to inform public of historical, natural, and scientific features of national, state, or local park.",
212,19-1032.00,Foresters,http://www.bls.gov/soc/2010/soc191032.htm,19,"Manage public and private forested lands for economic, recreational, and conservation purposes. May inventory the type, amount, and location of standing timber, appraise the timber's worth, negotiate the purchase, and draw up contracts for procurement. May determine how to conserve wildlife habitats, creek beds, water quality, and soil stability, and how best to comply with environmental regulations. May devise plans for planting and growing new trees, monitor trees for healthy growth, and determine optimal harvesting schedules.",
213,19-1041.00,Epidemiologists,http://www.bls.gov/soc/2010/soc191041.htm,19,"Investigate and describe the determinants and distribution of disease, disability, or health outcomes. May develop the means for prevention and control.",
214,19-1042.00,"Medical Scientists, Except Epidemiologists",http://www.bls.gov/soc/2010/soc191042.htm,19,"Conduct research dealing with the understanding of human diseases and the improvement of human health. Engage in clinical investigation, research and development, or other related activities. Includes physicians, dentists, public health specialists, pharmacologists, and medical pathologists who primarily conduct research.",
215,19-2011.00,Astronomers,http://www.bls.gov/soc/2010/soc192011.htm,19,"Observe, research, and interpret astronomical phenomena to increase basic knowledge or apply such information to practical problems.",
216,19-2012.00,Physicists,http://www.bls.gov/soc/2010/soc192012.htm,19,"Conduct research into physical phenomena, develop theories on the basis of observation and experiments, and devise methods to apply physical laws and theories.",
217,19-2021.00,Atmospheric and Space Scientists,http://www.bls.gov/soc/2010/soc192021.htm,19,"Investigate atmospheric phenomena and interpret meteorological data, gathered by surface and air stations, satellites, and radar to prepare reports and forecasts for public and other uses. Includes weather analysts and forecasters whose functions require the detailed knowledge of meteorology.",Green Enhanced Skills
218,19-2031.00,Chemists,http://www.bls.gov/soc/2010/soc192031.htm,19,Conduct qualitative and quantitative chemical analyses or experiments in laboratories for quality or process control or to develop new products or knowledge.,Green Increased Demand
219,19-2032.00,Materials Scientists,http://www.bls.gov/soc/2010/soc192032.htm,19,"Research and study the structures and chemical properties of various natural and synthetic or composite materials, including metals, alloys, rubber, ceramics, semiconductors, polymers, and glass. Determine ways to strengthen or combine materials or develop new materials with new or specific properties for use in a variety of products and applications. Includes glass scientists, ceramic scientists, metallurgical scientists, and polymer scientists.",Green Increased Demand
220,19-2041.00,"Environmental Scientists and Specialists, Including Health",http://www.bls.gov/soc/2010/soc192041.htm,19,"Conduct research or perform investigation for the purpose of identifying, abating, or eliminating sources of pollutants or hazards that affect either the environment or the health of the population. Using knowledge of various scientific disciplines, may collect, synthesize, study, report, and recommend action based on data derived from measurements or observations of air, food, soil, water, and other sources.",Green Increased Demand
221,19-2041.01,Climate Change Analysts,http://www.bls.gov/soc/2010/soc192041.htm,19,"Research and analyze policy developments related to climate change. Make climate-related recommendations for actions such as legislation, awareness campaigns, or fundraising approaches.",Green New & Emerging
222,19-2041.02,Environmental Restoration Planners,http://www.bls.gov/soc/2010/soc192041.htm,19,"Collaborate with field and biology staff to oversee the implementation of restoration projects and to develop new products. Process and synthesize complex scientific data into practical strategies for restoration, monitoring or management.",Green New & Emerging
223,19-2041.03,Industrial Ecologists,http://www.bls.gov/soc/2010/soc192041.htm,19,Apply principles and processes of natural ecosystems to develop models for efficient industrial systems. Use knowledge from the physical and social sciences to maximize effective use of natural resources in the production and use of goods and services. Examine societal issues and their relationship with both technical systems and the environment.,Green New & Emerging
224,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",http://www.bls.gov/soc/2010/soc192042.htm,19,"Study the composition, structure, and other physical aspects of the Earth. May use geological, physics, and mathematics knowledge in exploration for oil, gas, minerals, or underground water; or in waste disposal, land reclamation, or other environmental problems. May study the Earth's internal composition, atmospheres, oceans, and its magnetic, electrical, and gravitational forces. Includes mineralogists, crystallographers, paleontologists, stratigraphers, geodesists, and seismologists.",Green Enhanced Skills
225,19-2043.00,Hydrologists,http://www.bls.gov/soc/2010/soc192043.htm,19,"Research the distribution, circulation, and physical properties of underground and surface waters; and study the form and intensity of precipitation, its rate of infiltration into the soil, movement through the earth, and its return to the ocean and atmosphere.",Green Increased Demand
226,19-2099.01,Remote Sensing Scientists and Technologists,http://www.bls.gov/soc/2010/soc192099.htm,19,"Apply remote sensing principles and methods to analyze data and solve problems in areas such as natural resource management, urban planning, or homeland security. May develop new sensor systems, analytical techniques, or new applications for existing systems.",Green New & Emerging
227,19-3011.00,Economists,http://www.bls.gov/soc/2010/soc193011.htm,19,"Conduct research, prepare reports, or formulate plans to address economic problems related to the production and distribution of goods and services or monetary and fiscal policy. May collect and process economic and statistical data using sampling techniques and econometric methods.",
228,19-3011.01,Environmental Economists,http://www.bls.gov/soc/2010/soc193011.htm,19,"Conduct economic analysis related to environmental protection and use of the natural environment, such as water, air, land, and renewable energy resources. Evaluate and quantify benefits, costs, incentives, and impacts of alternative options using economic principles and statistical techniques.",Green New & Emerging
229,19-3022.00,Survey Researchers,http://www.bls.gov/soc/2010/soc193022.htm,19,"Plan, develop, or conduct surveys. May analyze and interpret the meaning of survey data, determine survey objectives, or suggest or test question wording. Includes social scientists who primarily design questionnaires or supervise survey teams.",
230,19-3031.01,School Psychologists,http://www.bls.gov/soc/2010/soc193031.htm,19,Investigate processes of learning and teaching and develop psychological principles and techniques applicable to educational problems.,
231,19-3031.02,Clinical Psychologists,http://www.bls.gov/soc/2010/soc193031.htm,19,"Diagnose or evaluate mental and emotional disorders of individuals through observation, interview, and psychological tests, and formulate and administer programs of treatment.",
232,19-3031.03,Counseling Psychologists,http://www.bls.gov/soc/2010/soc193031.htm,19,"Assess and evaluate individuals' problems through the use of case history, interview, and observation and provide individual or group counseling services to assist individuals in achieving more effective personal, social, educational, and vocational development and adjustment.",
233,19-3032.00,Industrial-Organizational Psychologists,http://www.bls.gov/soc/2010/soc193032.htm,19,"Apply principles of psychology to human resources, administration, management, sales, and marketing problems. Activities may include policy planning; employee testing and selection, training and development; and organizational development and analysis. May work with management to organize the work setting to improve worker productivity.",
234,19-3039.01,Neuropsychologists and Clinical Neuropsychologists,http://www.bls.gov/soc/2010/soc193039.htm,19,Apply theories and principles of neuropsychology to diagnose and treat disorders of higher cerebral functioning.,
235,19-3041.00,Sociologists,http://www.bls.gov/soc/2010/soc193041.htm,19,"Study human society and social behavior by examining the groups and social institutions that people form, as well as various social, religious, political, and business organizations. May study the behavior and interaction of groups, trace their origin and growth, and analyze the influence of group activities on individual members.",
236,19-3051.00,Urban and Regional Planners,http://www.bls.gov/soc/2010/soc193051.htm,19,"Develop comprehensive plans and programs for use of land and physical facilities of jurisdictions, such as towns, cities, counties, and metropolitan areas.",Green Enhanced Skills
237,19-3091.01,Anthropologists,http://www.bls.gov/soc/2010/soc193091.htm,19,"Research, evaluate, and establish public policy concerning the origins of humans; their physical, social, linguistic, and cultural development; and their behavior, as well as the cultures, organizations, and institutions they have created.",
238,19-3091.02,Archeologists,http://www.bls.gov/soc/2010/soc193091.htm,19,"Conduct research to reconstruct record of past human life and culture from human remains, artifacts, architectural features, and structures recovered through excavation, underwater recovery, or other means of discovery.",
239,19-3092.00,Geographers,http://www.bls.gov/soc/2010/soc193092.htm,19,"Study the nature and use of areas of the Earth's surface, relating and interpreting interactions of physical and cultural phenomena. Conduct research on physical aspects of a region, including land forms, climates, soils, plants, and animals, and conduct research on the spatial implications of human activities within a given area, including social characteristics, economic activities, and political organization, as well as researching interdependence between regions at scales ranging from local to global.",
240,19-3093.00,Historians,http://www.bls.gov/soc/2010/soc193093.htm,19,"Research, analyze, record, and interpret the past as recorded in sources, such as government and institutional records, newspapers and other periodicals, photographs, interviews, films, electronic media, and unpublished manuscripts, such as personal diaries and letters.",
241,19-3094.00,Political Scientists,http://www.bls.gov/soc/2010/soc193094.htm,19,"Study the origin, development, and operation of political systems. May study topics, such as public opinion, political decision-making, and ideology. May analyze the structure and operation of governments, as well as various political entities. May conduct public opinion surveys, analyze election results, or analyze public documents.",
242,19-3099.01,Transportation Planners,http://www.bls.gov/soc/2010/soc193099.htm,19,"Prepare studies for proposed transportation projects. Gather, compile, and analyze data. Study the use and operation of transportation systems. Develop transportation models or simulations.",Green New & Emerging
243,19-4011.01,Agricultural Technicians,http://www.bls.gov/soc/2010/soc194011.htm,19,Set up or maintain laboratory equipment and collect samples from crops or animals. Prepare specimens or record data to assist scientists in biology or related life science experiments.,Green Enhanced Skills
244,19-4011.02,Food Science Technicians,http://www.bls.gov/soc/2010/soc194011.htm,19,Perform standardized qualitative and quantitative tests to determine physical or chemical properties of food or beverage products.,
245,19-4021.00,Biological Technicians,http://www.bls.gov/soc/2010/soc194021.htm,19,"Assist biological and medical scientists in laboratories. Set up, operate, and maintain laboratory instruments and equipment, monitor experiments, make observations, and calculate and record results. May analyze organic substances, such as blood, food, and drugs.",
246,19-4031.00,Chemical Technicians,http://www.bls.gov/soc/2010/soc194031.htm,19,"Conduct chemical and physical laboratory tests to assist scientists in making qualitative and quantitative analyses of solids, liquids, and gaseous materials for research and development of new products or processes, quality control, maintenance of environmental standards, and other work involving experimental, theoretical, or practical application of chemistry and related sciences.",Green Increased Demand
247,19-4041.01,Geophysical Data Technicians,http://www.bls.gov/soc/2010/soc194041.htm,19,"Measure, record, or evaluate geological data, using sonic, electronic, electrical, seismic, or gravity-measuring instruments to prospect for oil or gas. May collect or evaluate core samples or cuttings.",Green Enhanced Skills
248,19-4041.02,Geological Sample Test Technicians,http://www.bls.gov/soc/2010/soc194041.htm,19,"Test or analyze geological samples, crude oil, or minerals to detect presence of petroleum, gas, or mineral deposits indicating potential for exploration or production or to determine physical or chemical properties to ensure that products meet quality standards.",Green Enhanced Skills
249,19-4051.01,Nuclear Equipment Operation Technicians,http://www.bls.gov/soc/2010/soc194051.htm,19,"Operate equipment used for the release, control, or utilization of nuclear energy to assist scientists in laboratory or production activities.",Green Enhanced Skills
250,19-4051.02,Nuclear Monitoring Technicians,http://www.bls.gov/soc/2010/soc194051.htm,19,"Collect and test samples to monitor results of nuclear experiments and contamination of humans, facilities, and environment.",
251,19-4061.00,Social Science Research Assistants,http://www.bls.gov/soc/2010/soc194061.htm,19,"Assist social scientists in laboratory, survey, and other social science research. May help prepare findings for publication and assist in laboratory analysis, quality control, or data management.",
252,19-4061.01,City and Regional Planning Aides,http://www.bls.gov/soc/2010/soc194061.htm,19,"Compile data from various sources, such as maps, reports, and field and file investigations, for use by city planner in making planning studies.",
253,19-4091.00,"Environmental Science and Protection Technicians, Including Health",http://www.bls.gov/soc/2010/soc194091.htm,19,"Perform laboratory and field tests to monitor the environment and investigate sources of pollution, including those that affect health, under the direction of an environmental scientist, engineer, or other specialist. May collect samples of gases, soil, water, and other materials for testing.",Green Enhanced Skills
254,19-4092.00,Forensic Science Technicians,http://www.bls.gov/soc/2010/soc194092.htm,19,"Collect, identify, classify, and analyze physical evidence related to criminal investigations. Perform tests on weapons or substances, such as fiber, hair, and tissue to determine significance to investigation. May testify as expert witnesses on evidence or crime laboratory techniques. May serve as specialists in area of expertise, such as ballistics, fingerprinting, handwriting, or biochemistry.",
255,19-4093.00,Forest and Conservation Technicians,http://www.bls.gov/soc/2010/soc194093.htm,19,"Provide technical assistance regarding the conservation of soil, water, forests, or related natural resources. May compile data pertaining to size, content, condition, and other characteristics of forest tracts, under the direction of foresters; or train and lead forest workers in forest propagation, fire prevention and suppression. May assist conservation scientists in managing, improving, and protecting rangelands and wildlife habitats.",Green Increased Demand
256,19-4099.01,Quality Control Analysts,http://www.bls.gov/soc/2010/soc194099.htm,19,"Conduct tests to determine quality of raw materials, bulk intermediate and finished products. May conduct stability sample tests.",
257,19-4099.02,Precision Agriculture Technicians,http://www.bls.gov/soc/2010/soc194099.htm,19,"Apply geospatial technologies, including geographic information systems (GIS) and Global Positioning System (GPS), to agricultural production or management activities, such as pest scouting, site-specific pesticide application, yield mapping, or variable-rate irrigation. May use computers to develop or analyze maps or remote sensing images to compare physical topography with data on soils, fertilizer, pests, or weather.",Green New & Emerging
258,19-4099.03,Remote Sensing Technicians,http://www.bls.gov/soc/2010/soc194099.htm,19,"Apply remote sensing technologies to assist scientists in areas such as natural resources, urban planning, or homeland security. May prepare flight plans or sensor configurations for flight trips.",Green New & Emerging
259,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,http://www.bls.gov/soc/2010/soc211011.htm,21,"Counsel and advise individuals with alcohol, tobacco, drug, or other problems, such as gambling and eating disorders. May counsel individuals, families, or groups or engage in prevention programs.",
260,21-1012.00,"Educational, Guidance, School, and Vocational Counselors",http://www.bls.gov/soc/2010/soc211012.htm,21,Counsel individuals and provide group educational and vocational guidance services.,
261,21-1013.00,Marriage and Family Therapists,http://www.bls.gov/soc/2010/soc211013.htm,21,"Diagnose and treat mental and emotional disorders, whether cognitive, affective, or behavioral, within the context of marriage and family systems. Apply psychotherapeutic and family systems theories and techniques in the delivery of services to individuals, couples, and families for the purpose of treating such diagnosed nervous and mental disorders.",
262,21-1014.00,Mental Health Counselors,http://www.bls.gov/soc/2010/soc211014.htm,21,"Counsel with emphasis on prevention. Work with individuals and groups to promote optimum mental and emotional health. May help individuals deal with issues associated with addictions and substance abuse; family, parenting, and marital problems; stress management; self-esteem; and aging.",
263,21-1015.00,Rehabilitation Counselors,http://www.bls.gov/soc/2010/soc211015.htm,21,"Counsel individuals to maximize the independence and employability of persons coping with personal, social, and vocational difficulties that result from birth defects, illness, disease, accidents, or the stress of daily life. Coordinate activities for residents of care and treatment facilities. Assess client needs and design and implement rehabilitation programs that may include personal and vocational counseling, training, and job placement.",
264,21-1021.00,"Child, Family, and School Social Workers",http://www.bls.gov/soc/2010/soc211021.htm,21,"Provide social services and assistance to improve the social and psychological functioning of children and their families and to maximize the family well-being and the academic functioning of children. May assist parents, arrange adoptions, and find foster homes for abandoned or abused children. In schools, they address such problems as teenage pregnancy, misbehavior, and truancy. May also advise teachers.",
265,21-1022.00,Healthcare Social Workers,http://www.bls.gov/soc/2010/soc211022.htm,21,"Provide individuals, families, and groups with the psychosocial support needed to cope with chronic, acute, or terminal illnesses. Services include advising family care givers, providing patient education and counseling, and making referrals for other services. May also provide care and case management or interventions designed to promote health, prevent disease, and address barriers to access to healthcare.",
266,21-1023.00,Mental Health and Substance Abuse Social Workers,http://www.bls.gov/soc/2010/soc211023.htm,21,"Assess and treat individuals with mental, emotional, or substance abuse problems, including abuse of alcohol, tobacco, and/or other drugs. Activities may include individual and group therapy, crisis intervention, case management, client advocacy, prevention, and education.",
267,21-1091.00,Health Educators,http://www.bls.gov/soc/2010/soc211091.htm,21,"Provide and manage health education programs that help individuals, families, and their communities maximize and maintain healthy lifestyles. Collect and analyze data to identify community needs prior to planning, implementing, monitoring, and evaluating programs designed to encourage healthy lifestyles, policies, and environments. May serve as a resource to assist individuals, other healthcare workers, or the community, and may administer fiscal resources for health education programs.",
268,21-1092.00,Probation Officers and Correctional Treatment Specialists,http://www.bls.gov/soc/2010/soc211092.htm,21,"Provide social services to assist in rehabilitation of law offenders in custody or on probation or parole. Make recommendations for actions involving formulation of rehabilitation plan and treatment of offender, including conditional release and education and employment stipulations.",
269,21-1093.00,Social and Human Service Assistants,http://www.bls.gov/soc/2010/soc211093.htm,21,"Assist in providing client services in a wide variety of fields, such as psychology, rehabilitation, or social work, including support for families. May assist clients in identifying and obtaining available benefits and social and community services. May assist social workers with developing, organizing, and conducting programs to prevent and resolve problems relevant to substance abuse, human relationships, rehabilitation, or dependent care.",
270,21-1094.00,Community Health Workers,http://www.bls.gov/soc/2010/soc211094.htm,21,"Assist individuals and communities to adopt healthy behaviors. Conduct outreach for medical personnel or health organizations to implement programs in the community that promote, maintain, and improve individual and community health. May provide information on available resources, provide social support and informal counseling, advocate for individuals and community health needs, and provide services such as first aid and blood pressure screening. May collect data to help identify community health needs.",
271,21-2011.00,Clergy,http://www.bls.gov/soc/2010/soc212011.htm,21,Conduct religious worship and perform other spiritual functions associated with beliefs and practices of religious faith or denomination. Provide spiritual and moral guidance and assistance to members.,
272,21-2021.00,"Directors, Religious Activities and Education",http://www.bls.gov/soc/2010/soc212021.htm,21,"Plan, direct, or coordinate programs designed to promote the religious education or activities of a denominational group. May provide counseling and guidance relative to marital, health, financial, and religious problems.",
273,23-1011.00,Lawyers,http://www.bls.gov/soc/2010/soc231011.htm,23,"Represent clients in criminal and civil litigation and other legal proceedings, draw up legal documents, or manage or advise clients on legal transactions. May specialize in a single area or may practice broadly in many areas of law.",
274,23-1012.00,Judicial Law Clerks,http://www.bls.gov/soc/2010/soc231012.htm,23,Assist judges in court or by conducting research or preparing legal documents.,
275,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",http://www.bls.gov/soc/2010/soc231021.htm,23,"Conduct hearings to recommend or make decisions on claims concerning government programs or other government-related matters. Determine liability, sanctions, or penalties, or recommend the acceptance or rejection of claims or settlements.",
276,23-1022.00,"Arbitrators, Mediators, and Conciliators",http://www.bls.gov/soc/2010/soc231022.htm,23,Facilitate negotiation and conflict resolution through dialogue. Resolve conflicts outside of the court system by mutual consent of parties involved.,Green Enhanced Skills
277,23-1023.00,"Judges, Magistrate Judges, and Magistrates",http://www.bls.gov/soc/2010/soc231023.htm,23,"Arbitrate, advise, adjudicate, or administer justice in a court of law. May sentence defendant in criminal cases according to government statutes or sentencing guidelines. May determine liability of defendant in civil cases. May perform wedding ceremonies.",
278,23-2011.00,Paralegals and Legal Assistants,http://www.bls.gov/soc/2010/soc232011.htm,23,"Assist lawyers by investigating facts, preparing legal documents, or researching legal precedent. Conduct research to support a legal proceeding, to formulate a defense, or to initiate legal action.",
279,23-2091.00,Court Reporters,http://www.bls.gov/soc/2010/soc232091.htm,23,"Use verbatim methods and equipment to capture, store, retrieve, and transcribe pretrial and trial proceedings or other information. Includes stenocaptioners who operate computerized stenographic captioning equipment to provide captions of live or prerecorded broadcasts for hearing-impaired viewers.",
280,23-2093.00,"Title Examiners, Abstractors, and Searchers",http://www.bls.gov/soc/2010/soc232093.htm,23,"Search real estate records, examine titles, or summarize pertinent legal or insurance documents or details for a variety of purposes. May compile lists of mortgages, contracts, and other instruments pertaining to titles by searching public and private records for law firms, real estate agencies, or title insurance companies.",
281,25-1011.00,"Business Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251011.htm,25,"Teach courses in business administration and management, such as accounting, finance, human resources, labor and industrial relations, marketing, and operations research. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",
282,25-1021.00,"Computer Science Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251021.htm,25,"Teach courses in computer science. May specialize in a field of computer science, such as the design and function of computers or operations and research analysis. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",
283,25-1022.00,"Mathematical Science Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251022.htm,25,"Teach courses pertaining to mathematical concepts, statistics, and actuarial science and to the application of original and standardized mathematical techniques in solving specific problems and situations. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",
284,25-1031.00,"Architecture Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251031.htm,25,"Teach courses in architecture and architectural design, such as architectural environmental design, interior architecture/design, and landscape architecture. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",
285,25-1032.00,"Engineering Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251032.htm,25,"Teach courses pertaining to the application of physical laws and principles of engineering for the development of machines, materials, instruments, processes, and services. Includes teachers of subjects such as chemical, civil, electrical, industrial, mechanical, mineral, and petroleum engineering. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",
286,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251041.htm,25,"Teach courses in the agricultural sciences. Includes teachers of agronomy, dairy sciences, fisheries management, horticultural sciences, poultry sciences, range management, and agricultural soil conservation. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",
287,25-1042.00,"Biological Science Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251042.htm,25,Teach courses in biological sciences. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,
288,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251043.htm,25,Teach courses in forestry and conservation science. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,
289,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251051.htm,25,"Teach courses in the physical sciences, except chemistry and physics. Includes both teachers primarily engaged in teaching, and those who do a combination of teaching and research.",
290,25-1052.00,"Chemistry Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251052.htm,25,"Teach courses pertaining to the chemical and physical properties and compositional changes of substances. Work may include instruction in the methods of qualitative and quantitative chemical analysis. Includes both teachers primarily engaged in teaching, and those who do a combination of teaching and research.",
291,25-1053.00,"Environmental Science Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251053.htm,25,Teach courses in environmental science. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,
292,25-1054.00,"Physics Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251054.htm,25,Teach courses pertaining to the laws of matter and energy. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,
293,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251061.htm,25,Teach courses in anthropology or archeology. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,
294,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251062.htm,25,"Teach courses pertaining to the culture and development of an area, an ethnic group, or any other group, such as Latin American studies, women's studies, or urban affairs. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",
295,25-1063.00,"Economics Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251063.htm,25,Teach courses in economics. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,
296,25-1064.00,"Geography Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251064.htm,25,Teach courses in geography. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,
297,25-1065.00,"Political Science Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251065.htm,25,"Teach courses in political science, international affairs, and international relations. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",
298,25-1066.00,"Psychology Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251066.htm,25,"Teach courses in psychology, such as child, clinical, and developmental psychology, and psychological counseling. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",
299,25-1067.00,"Sociology Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251067.htm,25,Teach courses in sociology. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,
300,25-1071.00,"Health Specialties Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251071.htm,25,"Teach courses in health specialties, in fields such as dentistry, laboratory technology, medicine, pharmacy, public health, therapy, and veterinary medicine.",
301,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251072.htm,25,Demonstrate and teach patient care in classroom and clinical units to nursing students. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,
302,25-1081.00,"Education Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251081.htm,25,"Teach courses pertaining to education, such as counseling, curriculum, guidance, instruction, teacher education, and teaching English as a second language. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",
303,25-1082.00,"Library Science Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251082.htm,25,Teach courses in library science. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,
304,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251111.htm,25,"Teach courses in criminal justice, corrections, and law enforcement administration. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",
305,25-1112.00,"Law Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251112.htm,25,Teach courses in law. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,
306,25-1113.00,"Social Work Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251113.htm,25,Teach courses in social work. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,
307,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251121.htm,25,"Teach courses in drama, music, and the arts including fine and applied art, such as painting and sculpture, or design and crafts. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",
308,25-1122.00,"Communications Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251122.htm,25,"Teach courses in communications, such as organizational communications, public relations, radio/television broadcasting, and journalism. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",
309,25-1123.00,"English Language and Literature Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251123.htm,25,"Teach courses in English language and literature, including linguistics and comparative literature. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",
